rule_id,query_name,industry,objective,category,subcategory,source_query_syntax,apply_on,speaker_hint,required_groups,forbidden_terms,window_seconds,first_n_seconds_only,exclude_first_n_seconds,compiled_regex,notes,regex_flags
1880,HL - OTP - Off Us – SAME DAY Payment,Bank of America,,Compliance,Call Script,"Exclude = OR(funds are not available, payment dates are based, additional attempts, pay plan will be mailed, recurring payment)
Off Us = SUBSET 10 60(authorize bank of America, to debit a one time payment, in the amount of, this payment cannot, be modified or cancelled, you may call us at, do we have your authorization, to debit this payment, for payment inquiries, from your account, with a routing)
Result = ANDNOT 10(Off Us, Exclude)
",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""funds are not available"", ""payment dates are based"", ""additional attempts"", ""pay plan will be mailed"", ""recurring payment""]]",[],,,,^(?=.*(?:funds\s+are\s+not\s+available|payment\s+dates\s+are\s+based|additional\s+attempts|pay\s+plan\s+will\s+be\s+mailed|recurring\s+payment)).*$,,IGNORECASE
1881,HL - OTP - On Us – SAME DAY Payment,Bank of America,,Compliance,Call Script,"Exclude = OR(routing, say wait a moment)
Payment = SUBSET 9 60(authorize bank of america, to debit a one time payment, in the amount of, this payment cannot, be modified or cancelled, you may call us at, do we have your authorization, to debit this payment, for payment inquiries, from your account)
Result = ANDNOT 10(Payment, Exclude)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""routing"", ""say wait a moment""]]",[],,,,^(?=.*(?:routing|say\s+wait\s+a\s+moment)).*$,,IGNORECASE
1882,HL - NACHA - One Time Payment Script,Bank of America,,Compliance,Call Script,"a = BEFORE 5(authorize bank of america, a one time payment)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),[],[],,,,^.*$,,IGNORECASE
1883,FILI - CE - Ghost Call,Fidelity,,Compliance,Call Scrpit,"account_here_fidelity = ""account here fidelity""
as_soon_as_you_can = ""as soon as you can""
call_back_at_eight = ""call back at eight""
can_here_at = ""can here at""
count_here_fidelity = ""count here fidelity""
disconnect_the_call = ""disconnect the call""
here_as_soon_as = ""here as soon as""
i_can_clear_through = ""i can clear through""
i_can_if_you = ""i can if you""
i_cannot_hear_you = ""i cannot hear you""
i_can_t_hear_you2 = ""i can't hear you""
i_cant_see = ""i cant see""
i_cant_see_annuity = ""i cant see annuity""
i_cant_see_any_annuity = ""i cant see any annuity""
if_you_can_hear2 = ""if you can hear""
if_you_can_pay = ""if you can pay""
if_you_can_pay_her = ""if you can pay her""
if_you_through_them = ""if you through them""
over_and_i_can_clear = ""over and i can clear""
please_call_back = ""please call back""
please_call_us_back = ""please call us back""
still_can_t_hear_you = ""still can't hear you""
submit_a_lead_if_you_can = ""submit a lead if you can""
submit_over_if_you = ""submit over if you""
Unable_to_hear_you = ""Unable to hear you""
yes_i_can_hear_you = ""yes i can hear you""
you_are_not_audible = ""you are not audible""
you_can_reach_me_directly = ""you can reach me directly""
if_you_can_hear = NOTLIKE(if_you_can_hear2, if_you_can_pay_her, if_you_can_pay, if_you_through_them, submit_over_if_you, as_soon_as_you_can, submit_a_lead_if_you_can, you_can_reach_me_directly, call_back_at_eight, can_here_at, here_as_soon_as)
i_can_t_hear_you = NOTLIKE(i_can_t_hear_you2, yes_i_can_hear_you, i_cant_see_annuity, i_cant_see_any_annuity, i_cant_see, i_can_clear_through, over_and_i_can_clear, account_here_fidelity, count_here_fidelity, i_can_if_you)
CantHear = OR(i_can_t_hear_you, if_you_can_hear, Unable_to_hear_you, i_cannot_hear_you)
Callback = OR(please_call_us_back, please_call_back)
GH1 = AND_1(CantHear, Callback)
Result1 = OR(GH1, CantHear)
Result = LAST_30(Result1)
Final = FIRST_90(Result)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""i_can_t_hear_you"", ""if_you_can_hear"", ""Unable_to_hear_you"", ""i_cannot_hear_you""], [""please_call_us_back"", ""please_call_back""], [""GH1"", ""CantHear""], [""CantHear""], [""Callback""], [""Result""]]","[""if_you_can_hear2"", ""if_you_can_pay_her"", ""if_you_can_pay"", ""if_you_through_them"", ""submit_over_if_you"", ""as_soon_as_you_can"", ""submit_a_lead_if_you_can"", ""you_can_reach_me_directly"", ""call_back_at_eight"", ""can_here_at"", ""here_as_soon_as"", ""i_can_t_hear_you2"", ""yes_i_can_hear_you"", ""i_cant_see_annuity"", ""i_cant_see_any_annuity"", ""i_cant_see"", ""i_can_clear_through"", ""account_here_fidelity"", ""count_here_fidelity"", ""i_can_if_you""]",1,90,,^(?!.*if_you_can_hear2)(?!.*if_you_can_pay_her)(?!.*if_you_can_pay)(?!.*if_you_through_them)(?!.*submit_over_if_you)(?!.*as_soon_as_you_can)(?!.*submit_a_lead_if_you_can)(?!.*you_can_reach_me_directly)(?!.*call_back_at_eight)(?!.*can_here_at)(?!.*here_as_soon_as)(?!.*i_can_t_hear_you2)(?!.*yes_i_can_hear_you)(?!.*i_cant_see_annuity)(?!.*i_cant_see_any_annuity)(?!.*i_cant_see)(?!.*i_can_clear_through)(?!.*account_here_fidelity)(?!.*count_here_fidelity)(?!.*i_can_if_you)(?=.*(?:i_can_t_hear_you|if_you_can_hear|Unable_to_hear_you|i_cannot_hear_you))(?=.*(?:please_call_us_back|please_call_back))(?=.*(?:GH1|CantHear))(?=.*(?:CantHear))(?=.*(?:Callback))(?=.*(?:Result)).*$,,IGNORECASE
1884,SNT - SunTrust BB&T Merger,SunTrust,,Process Specific,Merger,"BBT = OR(b b n t, b b t, b b n, bb and t)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""b b n t"", ""b b t"", ""b b n""]]",[],,,,^(?=.*(?:b\s+b\s+n\s+t|b\s+b\s+t|b\s+b\s+n)).*$,,IGNORECASE
1885,All_Behavior_Summarize the call-Process Payment_AU,US Bank,,Compliance,Call Script,"A = OR(your payment for the amount of, this payment will not be deducted prior to, do you authorize this payment, may I process this payment)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""your payment for the amount of"", ""this payment will not be deducted prior to"", ""do you authorize this payment"", ""may I process this payment""]]",[],,,,^(?=.*(?:your\s+payment\s+for\s+the\s+amount\s+of|this\s+payment\s+will\s+not\s+be\s+deducted\s+prior\s+to|do\s+you\s+authorize\s+this\s+payment|may\s+I\s+process\s+this\s+payment)).*$,,IGNORECASE
1886,All_Behavior_Summarize the call-Update Account Notes_AU,US Bank,,Compliance,Call Script,"Final = OR(I will notate, make a notation, put a note)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""I will notate"", ""make a notation"", ""put a note""]]",[],,,,^(?=.*(?:I\s+will\s+notate|make\s+a\s+notation|put\s+a\s+note)).*$,,IGNORECASE
1887,All_Behavior_Summarize the call_AU,US Bank,,Compliance,Call Script,"A=OR(a quick recap, lets go ahead and, we went ahead and, I went ahead and)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""a quick recap""]]",[],,,,^(?=.*(?:a\s+quick\s+recap)).*$,,IGNORECASE
1888,All_Behavior_Set unclear expectations_AU,US Bank,,Compliance,Call Script,"Final(it should work, it might work)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),[],[],,,,^.*$,,IGNORECASE
1889,All_Behavior_Promoted future contact_L60_AU,US Bank,,Compliance,Call Script,"A=L60_(Call back anytime, call back at one eight, call back tomorrow, call us back, feel free to call us back, give us a call back)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),[],[],,,,^.*$,,IGNORECASE
1890,All_Behavior_Promote Autopay_AU,US Bank,,Compliance,Call Script,"A=OR(enroll in auto pay, set up auto pay, set automatic payment, sign up for paperless billing)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""enroll in auto pay"", ""set up auto pay"", ""set automatic payment"", ""sign up for paperless billing""]]",[],,,,^(?=.*(?:enroll\s+in\s+auto\s+pay|set\s+up\s+auto\s+pay|set\s+automatic\s+payment|sign\s+up\s+for\s+paperless\s+billing)).*$,,IGNORECASE
1891,All_Behavior_Explain Actions Taken_AU,US Bank,,Compliance,Call Script,"A=OR(I am going to, What I am gonna do,What I will do, You will receive, we will send)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""I am going to"", ""What I am gonna do"", ""What I will do"", ""You will receive"", ""we will send""]]",[],,,,^(?=.*(?:I\s+am\s+going\s+to|What\s+I\s+am\s+gonna\s+do|What\s+I\s+will\s+do|You\s+will\s+receive|we\s+will\s+send)).*$,,IGNORECASE
1892,All_Behavior_Behaviour Solve_AU,US Bank,,Compliance,Call Script,"A=OR(get this taken care of, gonna take care of, happy to assist you, happy to look into this, I will do my best, I will walk you through, see whats going on, see what we can do, I am trying to explain)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""get this taken care of"", ""gonna take care of"", ""happy to assist you"", ""happy to look into this"", ""I will do my best"", ""I will walk you through"", ""see whats going on"", ""see what we can do"", ""I am trying to explain""]]",[],,,,^(?=.*(?:get\s+this\s+taken\s+care\s+of|gonna\s+take\s+care\s+of|happy\s+to\s+assist\s+you|happy\s+to\s+look\s+into\s+this|I\s+will\s+do\s+my\s+best|I\s+will\s+walk\s+you\s+through|see\s+whats\s+going\s+on|see\s+what\s+we\s+can\s+do|I\s+am\s+trying\s+to\s+explain)).*$,,IGNORECASE
1893,All_Behavior_Effective Questioning_AU,US Bank,,Compliance,Call Script,"Final = OR(ask you a couple of questions, ask you a few questions)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""ask you a couple of questions"", ""ask you a few questions""]]",[],,,,^(?=.*(?:ask\s+you\s+a\s+couple\s+of\s+questions|ask\s+you\s+a\s+few\s+questions)).*$,,IGNORECASE
1894,All_Behavior_Banker Leveraging Data_AU,US Bank,,Compliance,Call Script,"A=OR(From what I can see, I am showing that, I am showing that the,I am seeing that, I can see here, I can see your, I do see here that)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""From what I can see"", ""I am showing that"", ""I am showing that the"", ""I am seeing that"", ""I can see here"", ""I can see your"", ""I do see here that""]]",[],,,,^(?=.*(?:From\s+what\s+I\s+can\s+see|I\s+am\s+showing\s+that|I\s+am\s+showing\s+that\s+the|I\s+am\s+seeing\s+that|I\s+can\s+see\s+here|I\s+can\s+see\s+your|I\s+do\s+see\s+here\s+that)).*$,,IGNORECASE
1895,All_Behavior_Account Review_AU,US Bank,,Compliance,Call Script,"A=OR(let me access your account, let me pull up account details, let me pull up your account, can I please have your account, if I can get your account, let me get your account pulled, let me take a look at your account, to access your account, can I please start with your account, let me review your account)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""let me access your account"", ""let me pull up account details"", ""let me pull up your account"", ""can I please have your account"", ""if I can get your account"", ""let me get your account pulled"", ""let me take a look at your account"", ""to access your account"", ""can I please start with your account"", ""let me review your account""]]",[],,,,^(?=.*(?:let\s+me\s+access\s+your\s+account|let\s+me\s+pull\s+up\s+account\s+details|let\s+me\s+pull\s+up\s+your\s+account|can\s+I\s+please\s+have\s+your\s+account|if\s+I\s+can\s+get\s+your\s+account|let\s+me\s+get\s+your\s+account\s+pulled|let\s+me\s+take\s+a\s+look\s+at\s+your\s+account|to\s+access\s+your\s+account|can\s+I\s+please\s+start\s+with\s+your\s+account|let\s+me\s+review\s+your\s+account)).*$,,IGNORECASE
1896,All_Behavior_Self Service Promotion_AU,US Bank,,Compliance,Call Script,"Final = OR( w w w dot u s bank dot com, you can use the mobile app)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""w w w dot u s bank dot com"", ""you can use the mobile app""]]",[],,,,^(?=.*(?:w\s+w\s+w\s+dot\s+u\s+s\s+bank\s+dot\s+com|you\s+can\s+use\s+the\s+mobile\s+app)).*$,,IGNORECASE
1897,WMGFS_PD_Compliance_ Representative Number_AU,US Bank,,Compliance,Call Script,Final = OR(your rep number),Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""your rep number""]]",[],,,,^(?=.*(?:your\s+rep\s+number)).*$,,IGNORECASE
1898,WMTTSS_CX_Proper Transfer_L120_AU,US Bank,,Compliance,Call Script,"Result= LAST_120(I have to transfer you over, go ahead and get you over, go ahead and transfer you, I can transfer you, let me transfer you to, me get you over to, while I get you transfer, will transfer you there, gonna transfer to)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),[],[],,,,^.*$,,IGNORECASE
1899,WMTTSS_CX_Verification of Identity_AU,US Bank,,Compliance,Call Script,"Final = (can I have you verify your, can I verify your, can you verify your, I have to verify your information, I need to verify some information)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),[],[],,,,^.*$,,IGNORECASE
1900,MS_CX_E-mail Update Verification_F120_AU,US Bank,,Compliance,Call Script,"A = Or (update your email address, add an email address, verify your email address, got your email address, have your email address as)
Final = First 120 (A)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""update your email address"", ""add an email address"", ""verify your email address"", ""got your email address"", ""have your email address as""]]",[],,,,^(?=.*(?:update\s+your\s+email\s+address|add\s+an\s+email\s+address|verify\s+your\s+email\s+address|got\s+your\s+email\s+address|have\s+your\s+email\s+address\s+as)).*$,,IGNORECASE
1901,MS_CX_E-mail/Phone Update Verification_F120_AU,US Bank,,Compliance,Call Script,"A = OR(update your email address, update your telephone number, update your mailing address)
final = First 120 (a)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""update your email address"", ""update your telephone number"", ""update your mailing address""]]",[],,,,^(?=.*(?:update\s+your\s+email\s+address|update\s+your\s+telephone\s+number|update\s+your\s+mailing\s+address)).*$,,IGNORECASE
1902,All_CX_Juneteenth_AU,US Bank,,Process Specific,General Mentions,A = OR (Juneteenth),Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""Juneteenth""]]",[],,,,^(?=.*(?:Juneteenth)).*$,,IGNORECASE
1903,MS_CX_Pay by Phone Processing Fee_AU,US Bank,,Compliance,Call Script,"A = OR(eleven dollar processing fee, eleven dollar fee)
B = OR( make a one time a c h, an authorized signer on, one time auto debit, one time payment)
C = Before(A,B)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""eleven dollar processing fee"", ""eleven dollar fee""], [""make a one time a c h"", ""an authorized signer on"", ""one time auto debit"", ""one time payment""]]",[],,,,^(?=.*(?:eleven\s+dollar\s+processing\s+fee|eleven\s+dollar\s+fee))(?=.*(?:make\s+a\s+one\s+time\s+a\s+c\s+h|an\s+authorized\s+signer\s+on|one\s+time\s+auto\s+debit|one\s+time\s+payment)).*$,,IGNORECASE
1904,MS_CX_Pay by Phone Script_AU,US Bank,,Compliance,Call Script,"A = SUBSET_6_20(you are authorizing u s bank, to make a one time a c h debit, this account is in the name off, do you agree to these terms and conditions, and confirm you are an authorized signer, for information concerning this payment)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),[],[],,,,^.*$,,IGNORECASE
1905,WMTTSS_AP_VRF_Overall_AU,US Bank,,Compliance,Call Script,"D = OR(your date of birth)
E = OR(name of the former employer, company you retired, name of the company, you retired from)
F = Or(what is your address, your current mailing address, your mailing address, your street address, verify your address)
G = OR(name of your pension plan, name of your retirement plan, retirement plan account number)
H = OR( how do you receive your payment, direct deposit or check in the mail, by mail or direct deposit, check or direct deposit, check in the mail or)
I = SUBSET_3_30(D, E ,F, G, H)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""your date of birth""], [""name of the former employer"", ""company you retired"", ""name of the company"", ""you retired from""], [""what is your address"", ""your current mailing address"", ""your mailing address"", ""your street address"", ""verify your address""], [""name of your pension plan"", ""name of your retirement plan"", ""retirement plan account number""], [""how do you receive your payment"", ""direct deposit or check in the mail"", ""by mail or direct deposit"", ""check or direct deposit"", ""check in the mail or""]]",[],,,,^(?=.*(?:your\s+date\s+of\s+birth))(?=.*(?:name\s+of\s+the\s+former\s+employer|company\s+you\s+retired|name\s+of\s+the\s+company|you\s+retired\s+from))(?=.*(?:what\s+is\s+your\s+address|your\s+current\s+mailing\s+address|your\s+mailing\s+address|your\s+street\s+address|verify\s+your\s+address))(?=.*(?:name\s+of\s+your\s+pension\s+plan|name\s+of\s+your\s+retirement\s+plan|retirement\s+plan\s+account\s+number))(?=.*(?:how\s+do\s+you\s+receive\s+your\s+payment|direct\s+deposit\s+or\s+check\s+in\s+the\s+mail|by\s+mail\s+or\s+direct\s+deposit|check\s+or\s+direct\s+deposit|check\s+in\s+the\s+mail\s+or)).*$,,IGNORECASE
1906,WMTTSS_AP_VRF_Retirement Plan (Account Number or Plan Name)_AU,US Bank,,Compliance,Call Script,"Final = OR(name of your pension plan, name of your retirement plan, retirement plan account number)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""name of your pension plan"", ""name of your retirement plan"", ""retirement plan account number""]]",[],,,,^(?=.*(?:name\s+of\s+your\s+pension\s+plan|name\s+of\s+your\s+retirement\s+plan|retirement\s+plan\s+account\s+number)).*$,,IGNORECASE
1907,WMTTSS_AP_VRF_Date of Birth_AU,US Bank,,Compliance,Call Script,"A = Or (your date of birt, and date of birth)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""your date of birt""]]",[],,,,^(?=.*(?:your\s+date\s+of\s+birt)).*$,,IGNORECASE
1908,WMTTSS_AP_VRF_QID_AU,US Bank,,Compliance,Call Script,Final = OR(your Q I D),Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""your Q I D""]]",[],,,,^(?=.*(?:your\s+Q\s+I\s+D)).*$,,IGNORECASE
1909,WMTTSS_AP_VRF_Name & SSN_AU,US Bank,,Compliance,Call Script,"ssn = OR(last four digits of your social, last four numbers of your social, last four of social security number)
name = OR(can i get your first and last name, first and last name, may i get your name, may i have your name, please verify your name, whom am i speaking with, your name please)
final = AND 10(name, ssn)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""last four digits of your social"", ""last four numbers of your social"", ""last four of social security number""], [""may i get your name"", ""may i have your name"", ""please verify your name"", ""whom am i speaking with"", ""your name please""]]",[],,,,^(?=.*(?:last\s+four\s+digits\s+of\s+your\s+social|last\s+four\s+numbers\s+of\s+your\s+social|last\s+four\s+of\s+social\s+security\s+number))(?=.*(?:may\s+i\s+get\s+your\s+name|may\s+i\s+have\s+your\s+name|please\s+verify\s+your\s+name|whom\s+am\s+i\s+speaking\s+with|your\s+name\s+please)).*$,,IGNORECASE
1910,24HB_CX_Account Verification_AU,US Bank,,Compliance,Call Script,"A=OR(Calling on behalf of customer, third party dealer verification, third party verification)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""Calling on behalf of customer"", ""third party dealer verification"", ""third party verification""]]",[],,,,^(?=.*(?:Calling\s+on\s+behalf\s+of\s+customer|third\s+party\s+dealer\s+verification|third\s+party\s+verification)).*$,,IGNORECASE
1911,RPS_CX_Reg E Disclosure (Dispute Verbiage Reloadable)_AU,US Bank,,Compliance,Call Script,"A = OR(put a block on your card to prevent additional, if our investigation into error is not completed)
B = AND 40(A, you will receive a dispute form in three to five business days)
C = AND 40(A, send us a letter as written confirmation of your dispute)
D = AND 40(A, we can also fax you a copy of dispute form)
Final = OR(B, C, D)
",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""put a block on your card to prevent additional"", ""if our investigation into error is not completed""], [""B"", ""C"", ""D""]]",[],,,,^(?=.*(?:put\s+a\s+block\s+on\s+your\s+card\s+to\s+prevent\s+additional|if\s+our\s+investigation\s+into\s+error\s+is\s+not\s+completed))(?=.*(?:B|C|D)).*$,,IGNORECASE
1912,RPS_CX_Reg E Disclosure (Dispute Verbiage)_AU,US Bank,,Compliance,Call Script,"Final = AND_1(I am going to initiate the dispute for you, I will ask you a series of questions about your card) (Other parts of the verbiage not used as these phrases were enough to capture the calls related to the disclosure)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""I am going to initiate the dispute for you""], [""I will ask you a series of questions about your card""]]",[],1,,,^(?=.*(?:I\s+am\s+going\s+to\s+initiate\s+the\s+dispute\s+for\s+you))(?=.*(?:I\s+will\s+ask\s+you\s+a\s+series\s+of\s+questions\s+about\s+your\s+card)).*$,,IGNORECASE
1913,RPS_CX_Reg E Disclosure (Declining to proceed)_AU,US Bank,,Compliance,Call Script,"Final = AND_1(We are canceling the dispute, If you decide to reopen the dispute at a later time) (Query built with red phrases as the recall is very low)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""We are canceling the dispute""], [""If you decide to reopen the dispute at a later time""]]",[],1,,,^(?=.*(?:We\s+are\s+canceling\s+the\s+dispute))(?=.*(?:If\s+you\s+decide\s+to\s+reopen\s+the\s+dispute\s+at\s+a\s+later\s+time)).*$,,IGNORECASE
1914,RPS_CX_CIP Disclosure_AU,US Bank,,Compliance,Call Script,"A = SUBSET_4_45(to allow additional loads from sources, other than your employer or organization, federal law requires all financial institutions, need to verify your identify)

B = SUBSET_4_45(to allow loads to your card from sources, to help government fight the funding of terrorism, and money laundering activities, upon activation of portability)
C = OR(A, B)
",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""A"", ""B""]]",[],,,,^(?=.*(?:A|B)).*$,,IGNORECASE
1915,RPS_CX_Account Verification_AU,US Bank,,Compliance,Call Script,"A = OR(four of your social security, last four of social, verify your address, your full social security number, date of birth and zip, your employee number, your social security number, verify your zip, your birth day, your date of birth, verify your email address, verify your physical address, your zip code, zip code and)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""four of your social security"", ""last four of social"", ""verify your address"", ""your full social security number"", ""your employee number"", ""your social security number"", ""verify your zip"", ""your birth day"", ""your date of birth"", ""verify your email address"", ""verify your physical address"", ""your zip code""]]",[],,,,^(?=.*(?:four\s+of\s+your\s+social\s+security|last\s+four\s+of\s+social|verify\s+your\s+address|your\s+full\s+social\s+security\s+number|your\s+employee\s+number|your\s+social\s+security\s+number|verify\s+your\s+zip|your\s+birth\s+day|your\s+date\s+of\s+birth|verify\s+your\s+email\s+address|verify\s+your\s+physical\s+address|your\s+zip\s+code)).*$,,IGNORECASE
1916,RPS_CX_Name Verification_AU,US Bank,,Compliance,Call Script,"A = OR( may I get your name, may I have your name, please verify your name, who am I speaking with, can I get your first and last name, pleasure of speaking with today, your first name, first and last name, your name please)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""may I get your name"", ""may I have your name"", ""please verify your name"", ""who am I speaking with"", ""pleasure of speaking with today"", ""your first name"", ""your name please""]]",[],,,,^(?=.*(?:may\s+I\s+get\s+your\s+name|may\s+I\s+have\s+your\s+name|please\s+verify\s+your\s+name|who\s+am\s+I\s+speaking\s+with|pleasure\s+of\s+speaking\s+with\s+today|your\s+first\s+name|your\s+name\s+please)).*$,,IGNORECASE
1917,RPS_CX_Fee Waiver Verbiage_AU,US Bank,,Compliance,Call Script,"Final = OR (late fee waived, waive the fee, credit on you next statement, one time courtesy)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""late fee waived"", ""waive the fee"", ""credit on you next statement"", ""one time courtesy""]]",[],,,,^(?=.*(?:late\s+fee\s+waived|waive\s+the\s+fee|credit\s+on\s+you\s+next\s+statement|one\s+time\s+courtesy)).*$,,IGNORECASE
1918,RPS_CX_Inactivation Disclosure_AU,US Bank,,Compliance,Call Script,A = OR (Once the card is inactivated it cannot be reactivated for any reason),Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""Once the card is inactivated it cannot be reactivated for any reason""]]",[],,,,^(?=.*(?:Once\s+the\s+card\s+is\s+inactivated\s+it\s+cannot\s+be\s+reactivated\s+for\s+any\s+reason)).*$,,IGNORECASE
1919,RPS_CX_TCPA Disclosure_AU,US Bank,,Compliance,Call Script,"Final = BEFORE_1('By providing your phone number you agree that', 'we and our agents may contact you using automated technology')",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),[],[],,,,^.*$,,IGNORECASE
1920,RPS_CX_Adeptra_AU,US Bank,,Process Specific,General Mentions,"A = OR(call from an unidentified card holder, press one to connect two to repeat, this is an alert from adeptra, we have a call from an unidentified card holder)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""call from an unidentified card holder"", ""press one to connect two to repeat"", ""this is an alert from adeptra"", ""we have a call from an unidentified card holder""]]",[],,,,^(?=.*(?:call\s+from\s+an\s+unidentified\s+card\s+holder|press\s+one\s+to\s+connect\s+two\s+to\s+repeat|this\s+is\s+an\s+alert\s+from\s+adeptra|we\s+have\s+a\s+call\s+from\s+an\s+unidentified\s+card\s+holder)).*$,,IGNORECASE
1921,All_CX_Political Mentions_AU,US Bank,,Process Specific,General Mentions,"A = OR(donald trump, president trump, the governor, what the governor is, the governor put out)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""donald trump"", ""president trump"", ""the governor"", ""what the governor is"", ""the governor put out""]]",[],,,,^(?=.*(?:donald\s+trump|president\s+trump|the\s+governor|what\s+the\s+governor\s+is|the\s+governor\s+put\s+out)).*$,,IGNORECASE
1922,All_CX_Corona Virus_AU,US Bank,,Process Specific,General Mentions,"A = OR(Self isolation, Work From Home, Because of Corona, The Quarantine, Covid nineteen)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""Self isolation"", ""Work From Home"", ""Because of Corona"", ""The Quarantine"", ""Covid nineteen""]]",[],,,,^(?=.*(?:Self\s+isolation|Work\s+From\s+Home|Because\s+of\s+Corona|The\s+Quarantine|Covid\s+nineteen)).*$,,IGNORECASE
1923,WMGFS_CD _Ghost Calls_F60_AU,US Bank,,Compliance,Call Script,"A = OR(disconnecting due to no response, due to no response disconnecting, i am disconnecting the call, i am releasing the call, if you can hear me please give us a call back, caller on the line i am unable to hear, please give us a call back at your earliest convenience, unfortunately i am unable to hear, if you are able to hear me please feel free, no caller on the line relapsing call, no response releasing the call, no caller releasing call)
B = FIRST 60(A)
",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""disconnecting due to no response"", ""due to no response disconnecting"", ""i am disconnecting the call"", ""i am releasing the call"", ""if you can hear me please give us a call back"", ""caller on the line i am unable to hear"", ""please give us a call back at your earliest convenience"", ""unfortunately i am unable to hear"", ""if you are able to hear me please feel free"", ""no caller on the line relapsing call"", ""no response releasing the call"", ""no caller releasing call""]]",[],,,,^(?=.*(?:disconnecting\s+due\s+to\s+no\s+response|due\s+to\s+no\s+response\s+disconnecting|i\s+am\s+disconnecting\s+the\s+call|i\s+am\s+releasing\s+the\s+call|if\s+you\s+can\s+hear\s+me\s+please\s+give\s+us\s+a\s+call\s+back|caller\s+on\s+the\s+line\s+i\s+am\s+unable\s+to\s+hear|please\s+give\s+us\s+a\s+call\s+back\s+at\s+your\s+earliest\s+convenience|unfortunately\s+i\s+am\s+unable\s+to\s+hear|if\s+you\s+are\s+able\s+to\s+hear\s+me\s+please\s+feel\s+free|no\s+caller\s+on\s+the\s+line\s+relapsing\s+call|no\s+response\s+releasing\s+the\s+call|no\s+caller\s+releasing\s+call)).*$,,IGNORECASE
